Allocation was skipped due to exceeding annual allocation set in leave policy,Allocation was skipped due to exceeding annual allocation set in leave policy,
Allocation was skipped due to maximum leave allocation limit set in leave type. Please increase the limit and retry failed allocation.,Allocation was skipped due to maximum leave allocation limit set in leave type. Please increase the limit and retry failed allocation.,
Allow Employee Checkin from Mobile App,Allow Employee Checkin from Mobile App,
Allow Encashment,Allow Encashment,
Allow Geolocation Tracking,Allow Geolocation Tracking,
Allow Leave Application After (Working Days),Allow Leave Application After (Working Days),
Allow Multiple Shift Assignments for Same Date,Allow Multiple Shift Assignments for Same Date,
Allow Negative Balance,Allow Negative Balance,
Allow Over Allocation,Allow Over Allocation,
Allow Overtime,Allow Overtime,
Allow Tax Exemption,Allow Tax Exemption,
Allow User,Allow User,
Allow Users,Allow Users,
Allow check-out after shift end time (in minutes),Allow check-out after shift end time (in minutes),
Allow claim for full benefit amount,Allow claim for full benefit amount,
Allow the following users to approve Leave Applications for block days.,Allow the following users to approve Leave Applications for block days.,
Allows allocating more leaves than the number of days in the allocation period.,Allows allocating more leaves than the number of days in the allocation period.,
Alternating entries as IN and OUT during the same shift,Alternating entries as IN and OUT during the same shift,
Amended From,Amended From,
Amount,Amount,
Amount (Company Currency),Amount (Company Currency),
Amount Based on Formula,Amount Based on Formula,
Amount based on formula,Amount based on formula,
Amount claimed via Expense Claim,Amount claimed via Expense Claim,
Amount of expense,Amount of expense,
Amount paid against this encashment,Amount paid against this encashment,
Amount scheduled for deduction via salary,Amount scheduled for deduction via salary,
Amount should not be less than zero,Amount should not be less than zero,
Amount that has been paid against this advance,Amount that has been paid against this advance,
An Arrear document already exists for employee {0} with salary structure {1} in payroll period {2},An Arrear document already exists for employee {0} with salary structure {1} in payroll period {2},
An attendance record is linked to this checkin. Please cancel the attendance before modifying time.,An attendance record is linked to this checkin. Please cancel the attendance before modifying time.,
Annual Allocation,Annual Allocation,
Annual Allocation Exceeded,Annual Allocation Exceeded,
Annual HRA Exemption,Annual HRA Exemption,
Annual Salary,Annual Salary,
Annual Taxable Amount,Annual Taxable Amount,
Any other details,Any other details,
"Any other remarks, noteworthy effort that should go in the records","Any other remarks, noteworthy effort that should go in the records",
Applicable Earnings Component,Applicable Earnings Component,
Applicable For,Applicable For,
Applicable Salary Components,Applicable Salary Components,
Applicable in the case of Employee Onboarding,Applicable in the case of Employee Onboarding,
Applicant Email Address,Applicant Email Address,
Applicant Name,Applicant名,
Applicant Rating,Applicant Rating,
Applicant for a Job,Applicant for a Job,
Applicant name,Applicant name,
Application Status,Application Status,
Application period cannot be across two allocation records,Application period cannot be across two allocation records,
Application period cannot be outside leave allocation period,Application period cannot be outside leave allocation period,
Applications Received,Applications Received,
Applications received:,Applications received:,
Applies to Company,Applies to Company,
Apply,適用,
Apply / Approve Leaves,Apply / Approve Leaves,
Apply Filters,Apply Filters,
Apply Now,Apply Now,
Apply for Public Holiday,Apply for Public Holiday,
Apply for Weekend,Apply for Weekend,
Appointment Date,Appointment Date,
Appointment Letter,Appointment Letter,
Appointment Letter Template,Appointment Letterテンプレート,
Appointment Letter content,Appointment Letter content,
Appraisal,人事評価,
Appraisal Cycle,Appraisal Cycle,
Appraisal Goal,Appraisal Goal,
Appraisal KRA,Appraisal KRA,
Appraisal Linking,Appraisal Linking,
Appraisal Overview,Appraisal Overview,
Appraisal Template,Appraisalテンプレート,
Appraisal Template Goal,Appraisal Template Goal,
Appraisal Template Missing,Appraisal Template Missing,
Appraisal Template Title,Appraisal Template Title,
Appraisal Template not found for some designations.,Appraisal Template not found for some designations.,
Appraisal creation is queued. It may take a few minutes.,Appraisal creation is queued. It may take a few minutes.,
Appraisal {0} already exists for Employee {1} for this Appraisal Cycle or overlapping period,Appraisal {0} already exists for Employee {1} for this Appraisal Cycle or overlapping period,
Appraisal {0} does not belong to Employee {1},Appraisal {0} does not belong to Employee {1},
Appraisee,Appraisee,
Appraisees: {0},Appraisees: {0},
Apprentice,Apprentice,
Approval,Approval,
Approval Status,Approval Status,
Approval Status must be 'Approved' or 'Rejected',Approval Status must be 'Approved' or 'Rejected',
Approve,Approve,
Approved,Approved,
Approver,Approver,
Approvers,Approvers,
Apr,Apr,
Archive,Archive,
Archived,アーカイブ済,
Are you sure you want to delete the attachment,Are you sure you want to delete the attachment,
Are you sure you want to email the selected salary slips?,Are you sure you want to email the selected salary slips?,
Are you sure you want to proceed?,Are you sure you want to proceed?,
Are you sure you want to reject the Employee Referral?,Are you sure you want to reject the Employee Referral?,
Arrear,Arrear,
Arrear Component,Arrear Component,
Arrear Component cannot be set for Salary Components based on taxable salary.,Arrear Component cannot be set for Salary Components based on taxable salary.,
Arrear Start Date,Arrear Start Date,
Arrears,Arrears,
Arrival Datetime,Arrival Datetime,
As per your assigned Salary Structure you cannot apply for benefits,As per your assigned Salary Structure you cannot apply for benefits,
Asset Name,Asset名,
Asset Recovery Cost for {0}: {1},Asset Recovery Cost for {0}: {1},
Assets Allocated,Assets Allocated,
Assign Salary Structure to {0} employee(s)?,Assign Salary Structure to {0} employee(s)?,
Assign Shift,Assign Shift,
Assign Shift Schedule,Assign Shift Schedule,
Assign Structure,Assign Structure,
Assigned To,Assigned To,
Assigning Salary Structure,Assigning Salary Structure,
Assigning Structure...,Assigning Structure...,
Assigning Structures...,Assigning Structures...,
Assigning...,Assigning...,
Assignment Starts From,Assignment Starts From,
Assignment based on,Assignment based on,
Assignment start date cannot be outside holiday list dates,Assignment start date cannot be outside holiday list dates,
Associate Job Opening,Associate Job Opening,
Associated Document,Associated Document,
Associated Document Type,Associated Document種類,
At least one interview has to be selected.,At least one interview has to be selected.,
Attach Proof,Attach Proof,
Attachments,Attachments,
Attempted,Attempted,
Attendance,勤怠,
Attendance Date,Attendance Date,
Attendance From Date,Attendance From Date,
Attendance From Date and Attendance To Date is mandatory,Attendance From Date and Attendance To Dateは必須です,
Attendance ID,Attendance ID,
Attendance Marked,Attendance Marked,
Attendance Request,Attendance Request,
Attendance Settings,Attendance設定,
Attendance To Date,Attendance To Date,
Attendance Updated,Attendance Updated,
Attendance Warnings,Attendance Warnings,
Attendance date {0} can not be less than employee {1}'s joining date: {2},Attendance date {0} can not be less than employee {1}'s joining date: {2},
Attendance for all the employees under this criteria has been marked already.,Attendance for all the employees under this criteria has been marked already.,
Attendance for employee {0} is already marked for an overlapping shift {1}: {2},Attendance for employee {0} is already marked for an overlapping shift {1}: {2},
Attendance for employee {0} is already marked for the date {1}: {2},Attendance for employee {0} is already marked for the date {1}: {2},
Attendance for employee {0} is already marked for the following dates: {1},Attendance for employee {0} is already marked for the following dates: {1},
Attendance for the following dates will be skipped/overwritten on submission,Attendance for the following dates will be skipped/overwritten on submission,
Attendance from {0} to {1} has already been marked for the Employee {2},Attendance from {0} to {1} has already been marked for the Employee {2},
Attendance has been marked for all the employees between the selected payroll dates.,Attendance has been marked for all the employees between the selected payroll dates.,
Attendance is pending for these employees between the selected payroll dates. Mark attendance to proceed. Refer {0} for details.,Attendance is pending for these employees between the selected payroll dates. Mark attendance to proceed. Refer {0} for details.,
Attendance marked successfully,Attendance marked successfully,
Attendance not submitted for {0} as it is a Holiday.,Attendance not submitted for {0} as it is a Holiday.,
Attendance not submitted for {0} as {1} is on leave.,Attendance not submitted for {0} as {1} is on leave.,
Attendance will be marked automatically only after this date.,Attendance will be marked automatically only after this date.,
AttendanceRequestListView,AttendanceRequestListView,
Attendees,Attendees,
Attrition Count,Attrition Count,
Aug,Aug,
Auto Attendance Settings,Auto Attendance設定,
Auto Leave Encashment,Auto Leave Encashment,
Automated Based on Goal Progress,Automated Based on Goal Progress,
Automatic Leave Allocation has failed for the following Earned Leaves: {0}. Please check {1} for more details.,Automatic Leave Allocation has failed for the following Earned Leaves: {0}. Please check {1} for more details.,
"Automatically fetches all assets allocated to the employee, if any","Automatically fetches all assets allocated to the employee, if any",
Automatically update Last Sync of Checkin,Automatically update Last Sync of Checkin,
Available Leave(s),Available Leave(s),
Available Leaves,Available Leaves,
Average Feedback Score,Average Feedback Score,
Average Rating,Average Rating,
"Average of Goal Score, Feedback Score, and Self Appraisal Score","Average of Goal Score, Feedback Score, and Self Appraisal Score",
Average rating of demonstrated skills,Average rating of demonstrated skills,
Avg Feedback Score,Avg Feedback Score,
Avg Utilization,Avg Utilization,
Avg Utilization (Billed Only),Avg Utilization (Billed Only),
Awaiting Response,Awaiting Response,
Backdated Leave Application is restricted. Please set the {} in {},Backdated Leave Application is restricted. Please set the {} in {},
Bank,Bank,
Bank / Cash Account,Bank / Cash Account,
Bank Account,銀行口座,
Bank Account No,Bank Account No,
Bank Details,Bank詳細,
Bank Entries,Bank Entries,
Bank Name,Bank名,
Bank Remittance,Bank Remittance,
Base,Base,
"Base, Variable & Leave Encashment","Base, Variable & Leave Encashment",
Basic,基本,
Begin On (Days),Begin On (Days),
Begin check-in before shift start time (in minutes),Begin check-in before shift start time (in minutes),
Beginner,初級,
Below is the list of upcoming holidays for you:,Below is the list of upcoming holidays for you:,
Benefit,Benefit,
Benefit Amount,Benefit Amount,
Benefit Details,Benefit詳細,
Benefit amount of component {0} exceeds {1},Benefit amount of component {0} exceeds {1},
Benefit amount of component {0} should be greater than 0,Benefit amount of component {0} should be greater than 0,
Benefit amount {0} for Salary Component {1} should not be greater than maximum benefit amount {2} set in {3},Benefit amount {0} for Salary Component {1} should not be greater than maximum benefit amount {2} set in {3},
Benefits,Benefits,
Bill Amount,Bill Amount,
Billed Hours,Billed Hours,
Billed Hours (B),Billed Hours (B),
Bimonthly,Bimonthly,
Birthday Reminder,Birthday Reminder,
Birthday Reminder 🎂,Birthday Reminder 🎂,
Birthdays,Birthdays,
Block Date,Block Date,
Block Days,Block Days,
Block Holidays on important days.,Block Holidays on important days.,
Blue,青,
Body,Body,
Bonus,Bonus,
Bonus Amount,Bonus Amount,
Bonus Payment Date,Bonus Payment Date,
Bonus Payment Date cannot be a past date,Bonus Payment Date cannot be a past date,
Branch,Branch,
Branch: {0},Branch: {0},
Bulk Assignments,Bulk Assignments,
Bulk Leave Policy Assignment,Bulk Leave Policy Assignment,
Bulk Salary Structure Assignment,Bulk Salary Structure Assignment,
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula","By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula",
CTC,CTC,
Calculate Final Score based on Formula,Calculate Final Score based on Formula,
Calculate Gratuity Amount Based On,Calculate Gratuity Amount Based On,
Calculate Payroll Working Days Based On,Calculate Payroll Working Days Based On,
Calculated in days,Calculated in days,
Calls,Calls,
Campaign,Campaign,
Cancel,キャンセル,
Cancellation Queued,Cancellation Queued,
Cancelled,Cancelled,
Cannot Modify Time,Cannot Modify Time,
Cannot allocate leaves outside the allocation period {0} - {1},Cannot allocate leaves outside the allocation period {0} - {1},
Cannot allocate more leaves due to maximum leave allocation limit of {0} in leave policy assignment,Cannot allocate more leaves due to maximum leave allocation limit of {0} in leave policy assignment,
Cannot allocate more leaves due to maximum leaves allowed limit of {0} in {1} leave type.,Cannot allocate more leaves due to maximum leaves allowed limit of {0} in {1} leave type.,
Cannot break shift after end date,Cannot break shift after end date,
Cannot break shift before start date,Cannot break shift before start date,
Cannot cancel Shift Assignment: {0} as it is linked to Attendance: {1},Cannot cancel Shift Assignment: {0} as it is linked to Attendance: {1},
Cannot cancel Shift Assignment: {0} as it is linked to Employee Checkin: {1},Cannot cancel Shift Assignment: {0} as it is linked to Employee Checkin: {1},
Cannot create Salary Slip for Employee joining after Payroll Period,Cannot create Salary Slip for Employee joining after Payroll Period,
Cannot create Salary Slip for Employee who has left before Payroll Period,Cannot create Salary Slip for Employee who has left before Payroll Period,
Cannot create a Job Applicant against a closed Job Opening,Cannot create a Job Applicant against a closed Job Opening,
Cannot create or change transactions against an Appraisal Cycle with status {0}.,Cannot create or change transactions against an Appraisal Cycle with status {0}.,
Cannot find active Leave Period,Cannot find active Leave Period,
Cannot mark attendance for an Inactive employee {0},Cannot mark attendance for an Inactive employee {0},
Cannot submit. Attendance is not marked for some employees.,Cannot submit. Attendance is not marked for some employees.,
Cannot update allocation for {0} after submission,Cannot update allocation for {0} after submission,
Cannot update status of Goal groups,Cannot update status of Goal groups,
Carry Forward,Carry Forward,
Carry Forwarded Leaves,Carry Forwarded Leaves,
Casual Leave,Casual Leave,
Cause of Grievance,Cause of Grievance,
Change,変更,
Changed the status from {0} to {1} and Status for Other Half to {2} via Attendance Request,Changed the status from {0} to {1} and Status for Other Half to {2} via Attendance Request,
Changed the status from {0} to {1} via Attendance Request,Changed the status from {0} to {1} via Attendance Request,
Changing '{0}' to {1}.,Changing '{0}' to {1}.,
"Changing KRA in this parent goal will align all the child goals to the same KRA, if any.","Changing KRA in this parent goal will align all the child goals to the same KRA, if any.",
Check <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> for more details,Check <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> for more details,
Check Error Log {0} for more details.,Check Error Log {0} for more details.,
Check Vacancies On Job Offer Creation,Check Vacancies On Job Offer Creation,
Check {0} for more details,Check {0} for more details,
Check-in Date,Check-in Date,
Check-out Date,Check-out Date,
Checkin Radius,Checkin Radius,
Child nodes can only be created under 'Group' type nodes,Child nodes can only be created under 'Group' type nodes,
Choose the date on which you want to create these components as arrears.,Choose the date on which you want to create these components as arrears.,
Claim Benefit For,Claim Benefit For,
Claim an Expense,Claim an Expense,
Claimed,Claimed,
Claimed Amount,Claimed Amount,
Claimed amount of employee {0} exceeds maximum amount eligible for claim {1},Claimed amount of employee {0} exceeds maximum amount eligible for claim {1},
Claimed amount of employee {0} should be greater than 0,Claimed amount of employee {0} should be greater than 0,
Claims,Claims,
Clear All,Clear All,
Clearance Date,Clearance Date,
Cleared,Cleared,
Click {0} to change the configuration and then resave salary slip,Click {0} to change the configuration and then resave salary slip,
Close,Close,
Closed,Closed,
Closed On,Closed On,
Closes On,Closes On,
Closes on:,Closes on:,
Closing Balance,Closing Balance,
Closing Notes,Closing Notes,
Collapse All,Collapse All,
Color,色,
Comments,Comments,
Commission,Commission,
Company,会社,
Company Details,会社詳細,
Compensatory Leave Request,Compensatory Leave Request,
Compensatory Off,Compensatory Off,
Completed,完了,
Completed On,Completed On,
Completing onboarding,Completing onboarding,
Component,Component,
Component Type,Component種類,
Condition,条件,
Condition & Formula,Condition & Formula,
Condition and Formula Help,Condition and Formula Help,
Condition and formula,Condition and formula,
Conditions,条件,
Conditions and Formula variable and example,Conditions and Formula variable and example,
Conference,Conference,
Connections,接続,
Consider Grace Period,Consider Grace Period,
Consider Marked Attendance on Holidays,Consider Marked Attendance on Holidays,
Consider Tax Exemption Declaration,Consider Tax Exemption Declaration,
Consider Unmarked Attendance As,Consider Unmarked Attendance As,
Consolidate Leave Types,Consolidate Leave Types,
Contact Email,Contact Email,
Contact No.,Contact No.,
Contact Number,Contact Number,
Continue,続行,
Contract,Contract,
Copy of Invitation/Announcement,Copy of Invitation/Announcement,
Cost,Cost,
Cost Center,コストセンター,
Cost Centers,Cost Centers,
Costing,Costing,
Costing Details,Costing詳細,
Could not submit some Salary Slips: {},Could not submit some Salary Slips: {},
Could not update Goal,Could not update Goal,
Could not update goals,Could not update goals,
Country,Country,
Country Fixture Deletion Failed,Country Fixture Deletion Failed,
Country Setup failed,Country Setup failed,
Course,Course,
Cover Letter,Cover Letter,
Create,作成,
Create Additional Salary,Create Additional Salary,
Create Appraisals,Create Appraisals,
Create Employee,Create Employee,
Create Interview,Create Interview,
Create Job Applicant,Create Job Applicant,
Create Job Opening,Create Job Opening,
Create Journal Entry,Create Journal Entry,
Create New Employee Id,Create New Employee Id,
Create Overtime Slip For Eligible Employee(s),Create Overtime Slip For Eligible Employee(s),
Create Overtime Slips,Create Overtime Slips,
Create Payment Entry,Create Payment Entry,
Create Salary Slip,Create Salary Slip,
Create Salary Slips,Create Salary Slips,
Create Shifts After,Create Shifts After,
Creating Appraisals,Creating Appraisals,
Creating Payment Entries......,Creating Payment Entries......,
Creating Salary Slips...,Creating Salary Slips...,
Creating {0}...,Creating {0}...,
Creation Date,Creation Date,
Creation Failed,Creation Failed,
Creation of Salary Structure Assignments has been queued. It may take a few minutes.,Creation of Salary Structure Assignments has been queued. It may take a few minutes.,
Creation of {0} has been queued. It may take a few minutes.,Creation of {0} has been queued. It may take a few minutes.,
Criteria,条件,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,
Currency,Currency,
Currency of selected Income Tax Slab should be {0} instead of {1},Currency of selected Income Tax Slab should be {0} instead of {1},
Current,現在,
Current CTC,Current CTC,
Current Count,Current Count,
Current Job Title,Current Job Title,
Current Month Income Tax,Current Month Income Tax,
Current Odometer Value should be greater than Last Odometer Value {0},Current Odometer Value should be greater than Last Odometer Value {0},
Current Openings,Current Openings,
Current Payroll Period,Current Payroll Period,
Current Slab,Current Slab,
Current Work Experience,Current Work Experience,
"Currently, there is no {0} leave period for this date to create/update leave allocation.","Currently, there is no {0} leave period for this date to create/update leave allocation.",
Custom Range,Custom Range,
Customer,顧客,
Cyan,Cyan,
Cycle Name,Cycle名,
Cycles,Cycles,
Daily,日次,
Daily Work Summary,Daily Work Summary,
Daily Work Summary Group,Daily Work Summary Group,
Daily Work Summary Group User,Daily Work Summary Group User,
Daily Work Summary Replies,Daily Work Summary Replies,
Dashboard,ダッシュボード,
Date,Date,
Date Range,Date Range,
Date Range Exceeded,Date Range Exceeded,
Date is repeated,Date is repeated,
Date of Birth,Date of Birth,
Date of Joining,Date of Joining,
Date {0} is repeated in Overtime Details,Date {0} is repeated in Overtime詳細,
Dates & Reason,Dates & Reason,
Dates Based On,Dates Based On,
Days for which Holidays are blocked for this department.,Days for which Holidays are blocked for this department.,
Days to Reverse,Days to Reverse,
Days to Reverse must be greater than zero.,Days to Reverse must be greater than zero.,
Debit A/C Number,Debit A/C Number,
Dec,Dec,
Decision Pending,Decision Pending,
Declarations,Declarations,
Declared Amount,Declared Amount,
Deduct Full Tax on Selected Payroll Date,Deduct Full Tax on Selected Payroll Date,
Deduct Tax For Unsubmitted Tax Exemption Proof,Deduct Tax For Unsubmitted Tax Exemption Proof,
Deduction,Deduction,
Deduction Arrears,Deduction Arrears,
Deduction from Salary,Deduction from Salary,
Deductions,Deductions,
Deductions before tax calculation,Deductions before tax calculation,
Default Account,Default Account,
Default Amount,Default Amount,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,
Default Base Pay,Default Base Pay,
Default Employee Advance Account,Default Employee Advance Account,
Default Expense Claim Payable Account,Default Expense Claim Payable Account,
Default Payroll Payable Account,Default Payroll Payable Account,
Default Salary Structure,Default Salary Structure,
Default Shift,Default Shift,
Deferred Expense Account,Deferred Expense Account,
Delete,削除,
Delete Attachment,Delete Attachment,
Delivery Trip,Delivery Trip,
Department,Department,
Department Approver,Department Approver,
Department {0} does not belong to company: {1},Department {0} does not belong to company: {1},
Department: {0},Department: {0},
Departure Datetime,Departure Datetime,
Depends On Payment Days,Depends On Payment Days,
Depends on Payment Days,Depends on Payment Days,
Description,説明,
Description of a Job Opening,Description of a Job Opening,
Designation,Designation,
Designation Skill,Designation Skill,
Designation: {0},Designation: {0},
Details,詳細,
"Details of Sponsor (Name, Location)","Details of Sponsor (Name, Location)",
Determine Check-in and Check-out,Determine Check-in and Check-out,
Disable,無効化,
Disable Rounded Total,Disable Rounded Total,
"Disable {0} for the {1} component, to prevent the amount from being deducted twice, as its formula already uses a payment-days-based component.","Disable {0} for the {1} component, to prevent the amount from being deducted twice, as its formula already uses a payment-days-based component.",
Disable {0} or {1} to proceed.,Disable {0} or {1} to proceed.,
Disabled,無効,
Do Not Include in Accounting Entries,Do Not Include in Accounting Entries,
Do Not Include in Total,Do Not Include in Total,
Do not include in total,Do not include in total,
Do you still want to proceed?,Do you still want to proceed?,
Do you want to update the Job Applicant {0} as {1} based on this interview result?,Do you want to update the Job Applicant {0} as {1} based on this interview result?,
Document Status,Document Status,
Domestic,Domestic,
Download PDF,Download PDF,
Download Template,Downloadテンプレート,
Draft,下書き,
Duplicate Assignment,Duplicate Assignment,
Duplicate Attendance,Duplicate Attendance,
Duplicate Claim Detected,Duplicate Claim Detected,
Duplicate Entry,Duplicate Entry,
Duplicate Job Requisition,Duplicate Job Requisition,
Duplicate Leave Adjustment,Duplicate Leave Adjustment,
Duplicate Overwritten Salary,Duplicate Overwritten Salary,
Duplicate Salary Withholding,Duplicate Salary Withholding,
Duration (Days),Duration (Days),
ERROR({0}): {1},ERROR({0}): {1},
Early Exit,Early Exit,
Early Exit By,Early Exit By,
Early Exit Grace Period,Early Exit Grace Period,
Early Exits,Early Exits,
Earned Leave,Earned Leave,
Earned Leave Frequency,Earned Leave Frequency,
Earned Leave Schedule,Earned Leave Schedule,
