(none),(none),
* Will be calculated in the transaction.,* Will be calculated in the transaction.,
0 - 30 Days,0～30日,
0-30,0-30,
0-30 Days,0～30日,
1 Loyalty Points = How much base currency?,1ポイント = 基本通貨でいくら？,
1 hr,1時間,
1{0},1{0},
2 Yearly,2年ごと,
3 Yearly,3年ごと,
30 - 60 Days,30～60日,
30 mins,30分,
30-60,30-60,
30-60 Days,30～60日,
6 hrs,6時間,
60 - 90 Days,60～90日,
60-90,60-90,
60-90 Days,60～90日,
90 - 120 Days,90～120日,
90 Above,90 Above,
"<b>Cannot create asset.</b><br><br>You're trying to create <b>{0} asset(s)</b> from {2} {3}.<br>However, only <b>{1} item(s)</b> were purchased and <b>{4} asset(s)</b> already exist against {5}.","<b>Cannot create asset.</b><br><br>You're trying to create <b>{0} asset(s)</b> from {2} {3}.<br>However, only <b>{1} item(s)</b> were purchased and <b>{4} asset(s)</b> already exist against {5}.",
<b>From Time</b> cannot be later than <b>To Time</b> for {0},<b>From Time</b> cannot be later than <b>To Time</b> for {0},
<b>Row #{0}:</b> Bundle {1} in warehouse {2} has insufficient packed items:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,<b>Row #{0}:</b> Bundle {1} in warehouse {2} has insufficient packed items:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,
"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",
"<div class=""columnHeading"">Other Details</div>","<div class=""columnHeading"">Other Details</div>",
"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>",
"<div class=""text-muted text-center"">{0}</div>","<div class=""text-muted text-center"">{0}</div>",
"<div>
<h3> All dimensions in centimeter only </h3>
</div>","<div>
<h3> All dimensions in centimeter only </h3>
</div>",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Or</h5>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>",
<li>Clearance date must be after cheque date for row(s): {0}</li>,<li>Clearance date must be after cheque date for row(s): {0}</li>,
<li>Item {0} in row(s) {1} billed more than {2}</li>,<li>Item {0} in row(s) {1} billed more than {2}</li>,
"<li>Packed Item {0}: Required {1}, Available {2}</li>","<li>Packed Item {0}: Required {1}, Available {2}</li>",
<li>Payment document required for row(s): {0}</li>,<li>Payment document required for row(s): {0}</li>,
<li>{}</li>,<li>{}</li>,
<p>Cannot overbill for the following Items:</p>,<p>Cannot overbill for the following Items:</p>,
<p>Following {0}s doesn't belong to Company {1} :</p>,<p>Following {0}s doesn't belong to Company {1} :</p>,
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>",
<p>Please correct the following row(s):</p><ul>,<p>Please correct the following row(s):</p><ul>,
<p>Posting Date {0} cannot be before Purchase Order date for the following:</p><ul>,<p>Posting Date {0} cannot be before Purchase Order date for the following:</p><ul>,
"<p>Price List Rate has not been set as editable in Selling Settings. In this scenario, setting <strong>Update Price List Based On</strong> to <strong>Price List Rate</strong> will prevent auto-updation of Item Price.</p>Are you sure you want to continue?","<p>Price List Rate has not been set as editable in Selling Settings. In this scenario, setting <strong>Update Price List Based On</strong> to <strong>Price List Rate</strong> will prevent auto-updation of Item Price.</p>Are you sure you want to continue?",
"<p>To allow over-billing, please set allowance in Accounts Settings.</p>","<p>To allow over-billing, please set allowance in Accounts Settings.</p>",
<strong>Grand Total:</strong> {0},<strong>Grand Total:</strong> {0},
<strong>Outstanding Amount:</strong> {0},<strong>Outstanding Amount:</strong> {0},
A - B,A - B,
A - C,A - C,
A Customer Group exists with same name please change the Customer name or rename the Customer Group,A Customer Group exists with same name please change the Customer name or rename the Customer Group,
A Holiday List can be added to exclude counting these days for the Workstation.,A Holiday List can be added to exclude counting these days for the Workstation.,
A Lead requires either a person's name or an organization's name,A Lead requires either a person's name or an organization's name,
A Packing Slip can only be created for Draft Delivery Note.,A Packing Slip can only be created for Draft Delivery Note.,
"A Price List is a collection of Item Prices either Selling, Buying, or both","A Price List is a collection of Item Prices either Selling, Buying, or both",
"A Product or a Service that is bought, sold or kept in stock.","A Product or a Service that is bought, sold or kept in stock.",
A Reconciliation Job {0} is running for the same filters. Cannot reconcile now,A Reconciliation Job {0} is running for the same filters. Cannot reconcile now,
A Reverse Journal Entry {0} already exists for this Journal Entry.,A Reverse Journal Entry {0} already exists for this Journal Entry.,
A condition for a Shipping Rule,A condition for a Shipping Rule,
A customer must have primary contact email.,A customer must have primary contact email.,
A driver must be set to submit.,A driver must be set to submit.,
A logical Warehouse against which stock entries are made.,A logical Warehouse against which stock entries are made.,
A naming series conflict occurred while creating serial numbers. Please change the naming series for the item {0}.,A naming series conflict occurred while creating serial numbers. Please change the naming series for the item {0}.,
A new appointment has been created for you with {0},A new appointment has been created for you with {0},
A template with tax category {0} already exists. Only one template is allowed with each tax category,A template with tax category {0} already exists. Only one template is allowed with each tax category,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,
A+,A+,
A-,A-,
A4,A4,
AB+,AB+,
AB-,AB-,
ACC-ADS-.YYYY.-,ACC-ADS-.YYYY.-,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
ACC-ASA-.YYYY.-,ACC-ASA-.YYYY.-,
ACC-ASC-.YYYY.-,ACC-ASC-.YYYY.-,
ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-,
ACC-ASS-.YYYY.-,ACC-ASS-.YYYY.-,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
ACC-JV-.YYYY.-,ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,ACC-PAY-.YYYY.-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-,ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,ACC-PSINV-.YYYY.-,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,ACC-SINV-RET-.YYYY.-,
ALL records will be deleted (entire DocType cleared),ALL records will be deleted (entire DocType cleared),
AMC Expiry (Serial),AMC Expiry (Serial),
AMC Expiry Date,AMC有効期限,
API,API,
API Details,API詳細,
API Endpoint,API Endpoint,
API Key,API Key,
AWB Number,AWB番号,
Abbr,Abbr,
Abbreviation,Abbreviation,
Abbreviation already used for another company,Abbreviation already used for another company,
Abbreviation is mandatory,Abbreviationは必須です,
Abbreviation: {0} must appear only once,Abbreviation: {0} must appear only once,
About,概要,
About {0} minute remaining,About {0} minute remaining,
About {0} minutes remaining,About {0} minutes remaining,
About {0} seconds remaining,About {0} seconds remaining,
Above,Above,
Above 120 Days,Above 120 Days,
Abu Dhabi,Abu Dhabi,
Academics User,Academics User,
Acceptance Criteria Formula,Acceptance Criteria Formula,
Acceptance Criteria Value,Acceptance Criteria Value,
Accepted,承認済,
Accepted Qty,合格数量,
Accepted Qty in Stock UOM,Accepted Qty in Stock UOM,
Accepted Quantity,合格数量,
Accepted Warehouse,Accepted Warehouse,
Access Key,Access Key,
Access Key is required for Service Provider: {0},Access Key is required for Service Provider: {0},
According to CEFACT/ICG/2010/IC013 or CEFACT/ICG/2010/IC010,According to CEFACT/ICG/2010/IC013 or CEFACT/ICG/2010/IC010,
"According to the BOM {0}, the Item '{1}' is missing in the stock entry.","According to the BOM {0}, the Item '{1}' is missing in the stock entry.",
Account,勘定科目,
Account Balance,残高,
Account Category,カテゴリ,
Account Category Name,カテゴリ名前,
Account Closing Balance,期末残高,
Account Currency,勘定通貨,
Account Currency (From),Account Currency (From),
Account Currency (To),Account Currency (To),
Account Data,データ,
Account Detail Level,詳細レベル,
Account Details,勘定科目詳細,
Account Head,Account Head,
Account Manager,管理者,
Account Missing,不足,
Account Name,名前,
Account Not Found,Account Not Found,
Account Number,番号,
Account Number {0} already used in account {1},Account Number {0} already used in account {1},
Account Opening Balance,期首残高,
Account Paid From,支払済,
Account Paid To,支払済,
Account Pay Only,Account Pay Only,
Account Subtype,Account Subtype,
Account Type,勘定科目タイプ,
Account Value,金額,
"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'",
"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'",
Account for Change Amount,変更,
Account is mandatory,Account is mandatory,
Account is mandatory to get payment entries,Account is mandatory to get payment entries,
Account is not set for the dashboard chart {0},Account is not set for the dashboard chart {0},
Account not Found,Account not Found,
Account with child nodes cannot be converted to ledger,Account with child nodes cannot be converted to ledger,
Account with child nodes cannot be set as ledger,Account with child nodes cannot be set as ledger,
Account with existing transaction can not be converted to group.,Account with existing transaction can not be converted to group.,
Account with existing transaction can not be deleted,Account with existing transaction can not be deleted,
Account with existing transaction cannot be converted to ledger,Account with existing transaction cannot be converted to ledger,
Account {0} added multiple times,Account {0} added multiple times,
Account {0} cannot be converted to Group as it is already set as {1} for {2}.,Account {0} cannot be converted to Group as it is already set as {1} for {2}.,
Account {0} cannot be disabled as it is already set as {1} for {2}.,Account {0} cannot be disabled as it is already set as {1} for {2}.,
Account {0} does not belong to company {1},アカウント{0}は会社{1}に属していません,
Account {0} does not belong to company: {1},Account {0} does not belong to company: {1},
Account {0} does not exist,Account {0} does not exist,
Account {0} does not exists,Account {0} does not exists,
Account {0} does not exists in the dashboard chart {1},Account {0} does not exists in the dashboard chart {1},
Account {0} does not match with Company {1} in Mode of Account: {2},Account {0} does not match with Company {1} in Mode of Account: {2},
Account {0} doesn't belong to Company {1},Account {0} doesn't belong to Company {1},
Account {0} exists in parent company {1}.,Account {0} exists in parent company {1}.,
Account {0} is added in the child company {1},Account {0} is added in the child company {1},
Account {0} is disabled.,Account {0} is disabled.,
Account {0} is frozen,Account {0} is frozen,
Account {0} is invalid. Account Currency must be {1},Account {0} is invalid. Account Currency must be {1},
Account {0} should be of type Expense,Account {0} should be of type Expense,
Account {0}: Parent account {1} can not be a ledger,Account {0}: Parent account {1} can not be a ledger,
Account {0}: Parent account {1} does not belong to company: {2},Account {0}: Parent account {1} does not belong to company: {2},
Account {0}: Parent account {1} does not exist,Account {0}: Parent account {1} does not exist,
Account {0}: You can not assign itself as parent account,Account {0}: You can not assign itself as parent account,
Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry,Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry,
Account: {0} can only be updated via Stock Transactions,Account: {0} can only be updated via Stock Transactions,
Account: {0} is not permitted under Payment Entry,Account: {0} is not permitted under Payment Entry,
Account: {0} with currency: {1} can not be selected,Account: {0} with currency: {1} can not be selected,
Accounting,Accounting,
Accounting Details,Accounting詳細,
Accounting Dimension,会計ディメンション,
Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,
Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.,Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.,
Accounting Dimension Detail,会計ディメンション詳細,
Accounting Dimension Filter,会計ディメンションフィルター,
Accounting Dimensions,Accounting Dimensions,
Accounting Dimensions Filter,会計ディメンションフィルター,
Accounting Entries,会計入力,
Accounting Entry for Asset,会計入力資産,
Accounting Entry for LCV in Stock Entry {0},Accounting Entry for LCV in Stock Entry {0},
Accounting Entry for Landed Cost Voucher for SCR {0},Accounting Entry for Landed Cost Voucher for SCR {0},
Accounting Entry for Service,会計入力サービス,
Accounting Entry for Stock,会計入力在庫,
Accounting Entry for {0},Accounting Entry for {0},
Accounting Entry for {0}: {1} can only be made in currency: {2},Accounting Entry for {0}: {1} can only be made in currency: {2},
Accounting Ledger,Accounting Ledger,
Accounting Period,会計期間,
Accounting Period overlaps with {0},Accounting Period overlaps with {0},
Accounting entries are frozen up to this date. Only users with the specified role can create or modify entries before this date.,Accounting entries are frozen up to this date. Only users with the specified role can create or modify entries before this date.,
Accounts,Accounts,
Accounts Closing,勘定科目期末,
Accounts Frozen Till Date,Accounts Frozen Till Date,
Accounts Included in Report,勘定科目含まれるレポート,
Accounts Manager,Accounts Manager,
Accounts Missing from Report,勘定科目不足レポート,
Accounts Payable,買掛金,
Accounts Payable Summary,買掛金サマリ,
Accounts Receivable,売掛金,
Accounts Receivable / Payable Tuning,Accounts Receivable / Payable Tuning,
Accounts Receivable Credit Account,勘定科目売掛金貸方,
Accounts Receivable Discounted Account,勘定科目売掛金割引済,
Accounts Receivable Summary,売掛金サマリ,
Accounts Receivable Unpaid Account,勘定科目売掛金未払い,
Accounts Receivable/Payable,Accounts Receivable/Payable,
Accounts Settings,会計設定,
Accounts User,Accounts User,
Accounts table cannot be blank.,Accounts table cannot be blank.,
Accounts to Merge,勘定科目統合,
Accrued Expenses,未払費用,
Accumulated Depreciation,減価償却累計額,
Accumulated Depreciation Account,累計減価償却,
Accumulated Depreciation Amount,累計減価償却,
Accumulated Depreciation as on,累計減価償却,
Accumulated Monthly,累計月次,
Accumulated Monthly Budget for Account {0} against {1} {2} is {3}. It will be collectively ({4}) exceeded by {5},Accumulated Monthly Budget for Account {0} against {1} {2} is {3}. It will be collectively ({4}) exceeded by {5},
Accumulated Monthly Budget for Account {0} against {1}: {2} is {3}. It will be exceeded by {4},Accumulated Monthly Budget for Account {0} against {1}: {2} is {3}. It will be exceeded by {4},
Accumulated Values,累計値,
Accumulated Values in Group Company,累計値グループ,
Achieved ({}),Achieved ({}),
Acquisition Date,Acquisition Date,
Action,アクション,
Action If Quality Inspection Is Not Submitted,アクション品質検査提出済,
Action If Quality Inspection Is Rejected,アクション品質検査却下済,
Action If Same Rate is Not Maintained,Action If Same Rate is Not Maintained,
Action Initialised,Action Initialised,
Action if Accumulated Monthly Budget Exceeded on Actual,Action if Accumulated Monthly Budget Exceeded on Actual,
Action if Accumulated Monthly Budget Exceeded on MR,Action if Accumulated Monthly Budget Exceeded on MR,
Action if Accumulated Monthly Budget Exceeded on PO,Action if Accumulated Monthly Budget Exceeded on PO,
Action if Accumulative Monthly Budget Exceeded on Cumulative Expense,Action if Accumulative Monthly Budget Exceeded on Cumulative Expense,
Action if Annual Budget Exceeded on Actual,Action if Annual Budget Exceeded on Actual,
Action if Annual Budget Exceeded on MR,Action if Annual Budget Exceeded on MR,
Action if Annual Budget Exceeded on PO,Action if Annual Budget Exceeded on PO,
Action if Anual Budget Exceeded on Cumulative Expense,Action if Anual Budget Exceeded on Cumulative Expense,
Action if Same Rate is Not Maintained Throughout  Internal Transaction,Action if Same Rate is Not Maintained Throughout  Internal Transaction,
Action if Same Rate is Not Maintained Throughout Sales Cycle,Action if Same Rate is Not Maintained Throughout Sales Cycle,
Action on New Invoice,アクション新規請求書,
Actions,アクション,
Actions performed,Actions performed,
Active,Active,
Active Leads,Active Leads,
Active Status,有効ステータス,
Activities,Activities,
Activity,Activity,
Activity Cost,活動コスト,
Activity Cost exists for Employee {0} against Activity Type - {1},Activity Cost exists for Employee {0} against Activity Type - {1},
Activity Cost per Employee,Activity Cost per Employee,
Activity Type,活動タイプ,
Actual,実際,
Actual Balance Qty,実際残高数量,
Actual Batch Quantity,実際バッチ数量,
Actual Cost,Actual Cost,
Actual Date,実際,
Actual Delivery Date,実際納品,
Actual Demand,Actual Demand,
Actual End Date,実際終了,
Actual End Date (via Timesheet),実際終了タイムシート),
Actual End Date cannot be before Actual Start Date,Actual End Date cannot be before Actual Start Date,
Actual End Time,実際終了時間,
Actual Expense,実際費用,
Actual Expenses,実際費用,
Actual Operating Cost,実際運営コスト,
Actual Operation Time,実際工程時間,
Actual Posting,実際転記,
Actual Qty,実数量,
Actual Qty (at source/target),Actual Qty (at source/target),
Actual Qty in Warehouse,実際数量倉庫,
Actual Qty is mandatory,実際数量,
Actual Qty {0} / Waiting Qty {1},Actual Qty {0} / Waiting Qty {1},
Actual Qty: Quantity available in the warehouse.,Actual Qty: Quantity available in the warehouse.,
Actual Quantity,実際数量,
Actual Start Date,実際開始,
Actual Start Date (via Timesheet),実際開始タイムシート),
Actual Start Time,実際開始時間,
Actual Time,実際時間,
Actual Time and Cost,実際時間コスト,
Actual Time in Hours (via Timesheet),実際時間時間タイムシート),
Actual qty in stock,Actual qty in stock,
Actual type tax cannot be included in Item rate in row {0},Actual type tax cannot be included in Item rate in row {0},
Actual/360,Actual/360,
Actual/365,Actual/365,
Actual/Actual,Actual/Actual,
Ad-hoc Qty,Ad-hoc Qty,
Add,Add,
Add / Edit Prices,Add / Edit Prices,
Add Child,Add Child,
Add Columns in Transaction Currency,Add Columns in Transaction Currency,
Add Comment,追加コメント,
Add Corrective Operation Cost in Finished Good Valuation,追加是正工程コスト完成良品評価,
Add Customers,Add Customers,
Add Discount,追加値引き,
Add Employees,Add Employees,
Add Item,品目を追加,
Add Items,追加,
Add Items in the Purpose Table,Add Items in the Purpose Table,
Add Lead to Prospect,Add Lead to Prospect,
Add Leads,Add Leads,
Add Local Holidays,Add Local Holidays,
Add Manually,追加手動で,
Add Multiple,Add Multiple,
Add Multiple Tasks,追加複数タスク,
Add Or Deduct,Add Or Deduct,
Add Order Discount,追加注文値引き,
Add Participants,Add Participants,
Add Phantom Item,追加ファントム,
Add Quote,Add Quote,
Add Raw Materials,追加原資材,
Add Safety Stock,追加安全在庫,
Add Sales Partners,追加売上パートナー,
Add Schedule,追加スケジュール,
Add Serial / Batch Bundle,追加シリアルバッチバンドル,
Add Serial / Batch No,追加シリアルバッチ,
Add Serial / Batch No (Rejected Qty),Add Serial / Batch No (Rejected Qty),
Add Stock,追加在庫,
Add Sub Assembly,追加サブアセンブリ,
Add Suppliers,Add Suppliers,
Add Template,Addテンプレート,
Add Timesheets,Add Timesheets,
Add Weekly Holidays,追加週次休日,
Add a Note,追加メモ,
Add details,Add details,
Add items in the Item Locations table,Add items in the Item Locations table,
Add or Deduct,加算または減算,
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,
Add to Holidays,追加休日,
Add to Prospect,Add to Prospect,
Add to Transit,追加中継,
Add vouchers to generate preview.,Add vouchers to generate preview.,
Add {0},Add {0},
Add/Edit Coupon Conditions,クーポン条件の追加/編集,
Added By,Added By,
Added On,Added On,
Added Supplier Role to User {0}.,Added Supplier Role to User {0}.,
Added {0} ({1}),Added {0} ({1}),
Added {1} Role to User {0}.,Added {1} Role to User {0}.,
Adding Lead to Prospect...,Adding Lead to Prospect...,
Additional,Additional,
Additional Asset Cost,追加資産コスト,
Additional Cost,追加コスト,
Additional Cost Per Qty,追加コスト数量,
Additional Costs,Additional Costs,
Additional Data,追加データ,
Additional Details,追加詳細,
Additional Discount,Additional Discount,
Additional Discount Amount,追加値引額,
Additional Discount Amount (Company Currency),Additional Discount Amount (Company Currency),
Additional Discount Amount ({discount_amount}) cannot exceed the total before such discount ({total_before_discount}),Additional Discount Amount ({discount_amount}) cannot exceed the total before such discount ({total_before_discount}),
Additional Discount Percentage,追加値引率,
Additional Info,追加情報,
Additional Information,追加情報,
Additional Information updated successfully.,Additional Information updated successfully.,
Additional Material Transfer,追加資材移動,
Additional Notes,追加メモ,
Additional Operating Cost,追加運営コスト,
Additional Transferred Qty,追加移動済数量,
"Additional Transferred Qty {0}
					cannot be greater than {1}.
					To fix this, increase the percentage value
					of the field 'Transfer Extra Raw Materials to WIP'
					in Manufacturing Settings.","Additional Transferred Qty {0}
					cannot be greater than {1}.
					To fix this, increase the percentage value
					of the field 'Transfer Extra Raw Materials to WIP'
					in Manufacturing Settings.",
Additional information regarding the customer.,Additional information regarding the customer.,
Additional {0} {1} of item {2} required as per BOM to complete this transaction,Additional {0} {1} of item {2} required as per BOM to complete this transaction,
Address,Address,
Address & Contact,Address & Contact,
Address & Contacts,Address & Contacts,
Address Desc,Address Desc,
